,carat,cut,color,clarity,depth,table,price
43175,0.64,3,I,SI1,63.0,57.0,1390
43176,0.5,2,F,VS1,56.4,62.0,1390
43177,0.6,5,I,SI1,62.1,55.0,1390
43178,0.55,5,F,SI1,61.0,56.0,1390
43179,0.42,3,F,VVS1,61.9,58.0,1391
43180,0.52,5,H,VS2,62.2,56.4,1391
43181,0.59,3,I,VS2,63.4,56.0,1391
43182,0.59,3,I,VS2,62.4,58.4,1392
43183,0.54,3,G,SI1,62.8,59.0,1392
43184,0.54,3,G,SI1,63.2,58.0,1392
43185,0.54,3,G,SI1,63.8,57.0,1392
43186,0.58,5,E,SI2,61.4,57.1,1392
43187,0.53,3,I,VS1,61.0,57.0,1393
43188,0.51,3,E,VS2,60.2,62.0,1393
43189,0.46,5,G,VVS1,62.2,57.0,1393
43190,0.55,5,I,VS2,62.6,57.0,1393
43191,0.46,5,E,VS1,62.2,54.0,1393
43192,0.58,3,G,SI1,63.5,56.0,1393
43193,0.51,5,F,SI1,61.7,56.0,1394
43194,0.56,5,F,SI1,60.1,58.0,1394
43195,0.42,5,G,IF,62.4,57.0,1394
43196,0.5,2,F,VS2,63.3,60.0,1395
43197,0.5,4,F,VS2,61.4,60.0,1395
43198,0.5,2,D,SI1,63.2,59.0,1395
43199,0.53,3,E,SI1,61.6,58.0,1395
43200,0.53,2,G,VS2,63.4,58.0,1395
43201,0.53,4,E,SI1,62.1,58.0,1395
43202,0.5,3,D,SI1,62.8,61.0,1395
43203,0.5,4,H,VS1,60.3,58.0,1395
43204,0.42,5,D,VS1,61.4,56.0,1395
43205,0.62,5,G,SI2,60.6,57.0,1395
43206,0.52,5,J,SI1,62.3,56.0,1395
43207,0.54,5,G,SI1,61.5,55.1,1395
43208,0.5,2,E,VS2,59.8,57.0,1395
43209,0.73,4,G,I1,62.5,58.0,1395
43210,0.5,3,F,VS2,62.7,56.0,1396
43211,0.51,3,G,VS2,61.2,55.0,1397
43212,0.57,3,E,SI1,62.1,58.0,1397
43213,0.57,5,F,SI1,61.6,56.0,1397
43214,0.51,5,H,VS2,62.9,57.0,1397
43215,0.57,5,H,SI1,61.8,57.0,1397
43216,0.5,1,E,VS2,66.3,55.0,1397
43217,0.5,1,E,VS2,64.9,56.0,1397
43218,0.5,2,E,VS2,64.1,58.0,1397
43219,0.4,5,E,VVS1,62.6,56.0,1397
43220,0.38,5,F,IF,62.2,55.0,1397
43221,0.4,4,G,IF,59.8,58.0,1397
43222,0.4,5,G,IF,61.4,55.0,1397
43223,0.4,4,G,IF,60.8,58.0,1397
43224,0.4,5,G,IF,62.2,55.0,1397
43225,0.4,5,E,VVS1,61.7,57.0,1397
43226,0.4,5,E,VVS1,61.5,56.0,1397
43227,0.4,5,E,VVS1,61.5,56.0,1397
43228,0.4,4,E,VVS1,61.2,61.0,1397
43229,0.4,5,E,VVS1,62.8,57.0,1397
43230,0.4,5,E,VVS1,62.4,57.0,1397
43231,0.4,4,E,VVS1,61.4,59.0,1397
43232,0.5,3,E,VS2,63.2,56.0,1397
43233,0.57,3,F,SI2,63.5,56.0,1397
43234,0.5,1,E,VS2,65.4,57.0,1397
43235,0.57,5,F,SI2,61.0,56.0,1397
43236,0.51,3,D,SI1,62.2,58.0,1398
43237,0.6,3,G,SI1,63.3,58.0,1399
43238,0.56,5,D,SI2,61.0,57.0,1399
43239,0.41,5,D,SI1,61.8,58.0,1399
43240,0.52,4,D,SI1,59.7,60.0,1399
43241,0.49,3,E,SI1,63.6,57.9,1400
43242,0.42,5,E,VVS1,61.6,56.0,1400
43243,0.38,5,D,VVS1,61.8,56.0,1400
43244,0.42,5,E,VVS1,62.0,56.0,1400
43245,0.42,5,E,VVS1,61.6,56.0,1400
43246,0.42,5,G,IF,61.6,56.0,1400
43247,0.42,5,G,IF,60.4,55.0,1400
43248,0.38,4,D,VVS1,60.4,59.0,1400
43249,0.38,5,D,VVS1,61.3,56.0,1400
43250,0.42,5,G,IF,62.7,56.0,1400
43251,0.42,4,G,IF,60.2,59.0,1400
43252,0.38,4,D,VVS1,61.4,59.0,1400
43253,0.42,5,E,VVS1,62.1,55.0,1400
43254,0.42,5,G,IF,62.1,56.0,1400
43255,0.42,5,E,VVS1,62.3,57.0,1400
43256,0.42,4,G,IF,61.6,58.0,1400
43257,0.5,5,G,VS2,61.6,55.0,1400
43258,0.47,5,E,VS1,61.5,55.0,1400
43259,0.55,2,F,SI1,64.3,57.9,1400
43260,0.3,3,J,VS1,63.4,57.0,506
43261,0.3,3,J,VS1,63.4,57.0,506
43262,0.3,4,J,VS1,62.6,60.0,506
43263,0.3,3,J,VS1,63.3,60.0,506
43264,0.3,4,I,SI1,61.6,59.0,506
43265,0.3,4,I,SI1,61.4,58.0,506
43266,0.3,5,I,SI1,61.3,56.0,506
43267,0.3,5,I,SI1,62.3,56.0,506
43268,0.3,4,I,SI1,60.5,62.0,506
43269,0.3,4,I,SI1,60.9,59.0,506
43270,0.3,2,I,SI1,63.8,57.0,506
43271,0.3,3,I,SI1,63.3,59.0,506
43272,0.3,3,I,SI1,63.4,57.0,506
43273,0.3,3,I,SI1,63.3,59.0,506
43274,0.3,3,I,SI1,63.5,57.0,506
43275,0.3,5,I,SI1,62.2,57.0,506
43276,0.3,2,I,SI1,64.1,57.0,506
43277,0.3,2,G,SI2,63.7,54.0,506
43278,0.3,3,G,SI2,63.3,57.0,506
43279,0.3,4,G,SI2,62.3,59.0,506
43280,0.3,4,G,SI2,62.5,59.0,506
43281,0.3,4,G,SI2,58.1,61.0,506
43282,0.3,4,F,SI2,62.2,58.0,506
43283,0.3,4,F,SI2,61.7,62.0,506
43284,0.31,3,D,SI1,60.4,60.0,507
43285,0.3,5,I,VVS2,62.8,57.0,507
43286,0.31,5,H,VS2,61.0,57.0,507
43287,0.31,5,H,VS2,61.7,55.0,507
43288,0.31,5,H,VS2,61.4,56.0,507
43289,0.31,5,H,VS2,61.2,56.0,507
43290,0.5,5,H,VS2,62.3,58.0,1400
43291,0.58,3,F,SI1,59.9,58.0,1401
43292,0.58,3,F,SI1,63.1,57.0,1401
43293,0.55,3,D,SI2,59.7,64.0,1401
43294,0.52,5,H,VS2,61.6,55.0,1401
43295,0.52,5,H,VS2,61.3,55.0,1401
43296,0.54,5,G,VS2,61.7,55.0,1401
43297,0.59,5,I,VS1,61.8,55.0,1401
43298,0.46,5,H,VS1,61.2,55.0,1401
43299,0.61,5,I,SI2,61.1,57.0,1401
43300,0.58,5,F,SI1,62.3,54.0,1401
43301,0.52,1,I,VVS2,60.4,66.0,1401
43302,0.61,4,F,SI2,60.9,58.0,1401
43303,0.61,3,I,VS2,63.4,55.0,1401
43304,0.45,5,E,VVS2,61.9,56.0,1401
43305,0.6,3,I,VS2,60.6,60.0,1402
43306,0.5,3,F,VS2,62.8,57.0,1402
43307,0.6,3,H,SI1,63.1,60.0,1402
43308,0.58,3,H,SI1,62.5,58.0,1402
43309,0.51,4,F,VS2,62.7,59.0,1402
43310,0.51,4,F,VS2,60.7,59.0,1402
43311,0.5,2,D,VS2,64.1,61.0,1402
43312,0.55,5,H,VS2,61.8,54.0,1402
43313,0.55,5,H,VS2,62.5,54.0,1402
43314,0.55,5,H,VS2,61.9,54.0,1402
43315,0.38,5,E,IF,61.4,55.0,1402
43316,0.38,5,E,IF,62.2,54.1,1402
43317,0.48,2,F,VS1,59.0,60.9,1402
43318,0.51,4,E,SI1,61.2,61.0,1402
43319,0.51,4,E,SI1,62.9,57.0,1402
43320,0.51,3,E,SI1,63.3,59.0,1402
43321,0.53,1,F,VS2,65.5,58.0,1402
43322,0.51,5,E,SI1,61.7,57.0,1402
43323,0.51,3,D,SI1,61.7,58.0,1403
43324,0.57,3,F,SI1,62.6,58.0,1403
43325,0.51,5,D,SI1,60.6,57.0,1403
43326,0.5,3,F,VS2,62.6,54.0,1404
43327,0.54,3,F,SI1,60.2,56.0,1404
43328,0.54,3,G,SI1,60.4,56.0,1404
43329,0.4,2,F,IF,63.5,58.0,1404
43330,0.4,3,F,IF,62.8,57.0,1404
43331,0.48,5,F,VS1,60.8,56.3,1404
43332,0.5,5,F,VS2,62.4,56.0,1404
43333,0.54,5,G,SI1,61.2,58.0,1404
43334,0.5,5,D,SI1,62.0,54.0,1404
43335,0.56,5,E,SI1,61.3,56.0,1405
43336,0.55,2,E,SI1,63.1,58.0,1406
43337,0.55,3,E,SI1,63.0,59.0,1406
43338,0.56,5,I,VS1,60.5,55.0,1406
43339,0.4,5,F,IF,61.9,54.0,1406
43340,0.51,4,F,SI1,59.7,59.0,1406
43341,0.51,4,F,SI1,59.4,60.0,1406
43342,0.51,2,F,SI1,63.6,58.0,1406
43343,0.51,5,F,SI1,62.9,56.0,1406
43344,0.51,2,F,SI1,64.2,59.0,1406
43345,0.57,4,E,SI1,58.9,59.0,1406
43346,0.51,5,F,SI1,60.0,57.0,1406
43347,0.51,5,F,SI1,61.3,56.0,1406
43348,0.37,5,F,VVS1,59.2,57.0,1406
43349,0.51,4,D,SI2,59.5,61.0,1406
43350,0.5,3,E,VS2,61.3,62.0,1407
43351,0.5,2,E,VS2,63.3,56.0,1407
43352,0.5,2,E,VS2,63.4,59.0,1407
43353,0.5,2,E,VS2,63.7,59.0,1407
43354,0.63,5,G,SI2,62.8,56.3,1407
43355,0.44,2,G,IF,58.5,61.0,1407
43356,0.58,4,E,SI1,58.5,55.0,1407
43357,0.56,3,G,SI1,61.1,56.0,1408
43358,0.58,3,G,SI1,59.3,58.0,1408
43359,0.58,3,G,SI1,59.3,59.0,1408
43360,0.53,3,E,SI1,63.0,55.0,1408
43361,0.61,2,E,SI2,63.1,56.0,1408
43362,0.58,3,I,VS2,61.7,54.1,1408
43363,0.52,3,G,VS2,61.9,59.0,1408
43364,0.52,5,H,VS1,61.4,56.0,1408
43365,0.52,3,D,SI1,60.5,61.0,1408
43366,0.43,5,G,VVS2,60.9,57.0,1408
43367,0.44,5,D,VVS2,61.8,54.8,1408
43368,0.5,5,H,VS2,62.6,52.0,1408
43369,0.58,5,G,SI1,62.0,58.0,1408
43370,0.58,5,F,SI1,61.4,57.0,1408
43371,0.53,5,E,SI1,62.1,53.0,1408
43372,0.38,3,E,IF,62.5,59.0,1409
43373,0.71,1,J,SI2,65.5,61.0,1409
43374,0.5,2,F,VS2,60.9,64.0,1409
43375,0.5,5,E,SI1,61.9,55.0,1409
43376,0.54,5,F,SI2,61.2,57.0,1409
43377,0.5,4,F,SI1,62.5,59.0,1409
43378,0.55,4,F,SI1,60.2,58.0,1410
43379,0.5,3,H,VS1,63.0,56.0,1410
43380,0.5,5,E,SI1,60.8,57.0,1410
43381,0.5,2,G,VS2,63.2,57.0,1410
43382,0.55,5,F,SI1,62.4,55.0,1410
43383,0.5,4,E,SI1,59.3,59.0,1410
43384,0.5,5,E,SI1,60.1,57.0,1410
43385,0.55,2,F,SI1,57.0,62.0,1410
43386,0.55,3,F,SI1,59.5,61.0,1410
43387,0.5,3,H,VS1,62.5,58.0,1410
43388,0.5,5,E,SI1,62.2,57.0,1410
43389,0.5,5,E,SI1,62.3,56.0,1410
43390,0.62,2,D,SI2,64.0,56.0,1410
43391,0.57,5,I,VS2,61.8,57.0,1410
43392,0.57,5,I,VS2,61.9,57.0,1410
43393,0.5,5,I,VS2,61.9,56.0,1410
43394,0.54,5,E,SI1,61.6,57.0,1410
43395,0.5,5,E,SI1,61.6,55.0,1410
43396,0.62,1,D,SI2,64.6,57.0,1410
43397,0.5,3,H,VS2,61.2,55.0,1411
43398,0.64,1,I,VS2,55.3,69.0,1411
43399,0.59,4,F,SI1,61.7,60.0,1412
43400,0.59,3,G,SI1,63.0,57.0,1412
43401,0.59,3,F,SI1,61.7,57.0,1412
43402,0.46,5,G,VVS1,62.0,54.0,1412
43403,0.46,5,G,VVS1,61.5,55.0,1412
43404,0.52,5,E,SI2,61.0,57.0,1412
43405,0.53,5,H,VS2,62.5,56.0,1412
43406,0.53,5,H,VS2,62.4,56.0,1412
43407,0.53,5,D,SI2,62.9,54.0,1412
43408,0.53,5,D,SI2,60.4,57.0,1412
43409,0.53,5,D,SI2,61.4,56.0,1412
43410,0.53,5,D,SI2,61.9,55.0,1412
43411,0.53,5,H,VS2,62.6,57.0,1412
43412,0.53,4,H,VS2,61.4,52.0,1412
43413,0.46,3,G,VVS1,61.7,60.0,1413
43414,0.51,5,E,VS2,60.8,56.0,1413
43415,0.57,3,D,SI2,62.9,57.0,1413
43416,0.57,5,D,SI2,61.4,56.0,1413
43417,0.52,5,G,SI1,61.2,55.0,1413
43418,0.41,5,D,VVS1,62.7,56.0,1413
43419,0.41,4,D,VVS1,62.2,58.0,1413
43420,0.51,3,H,VS2,60.8,58.0,1414
43421,0.57,4,E,SI2,61.2,57.0,1414
43422,0.57,4,H,VS2,60.1,61.0,1414
43423,0.7,4,I,SI2,62.3,59.0,1415
43424,0.35,1,G,VS2,65.9,54.0,1415
43425,0.35,1,G,VS2,65.9,54.0,1415
43426,0.53,3,E,SI1,59.7,59.0,1415
43427,0.53,3,D,SI1,59.1,59.0,1415
43428,0.53,3,D,SI1,60.9,59.0,1415
43429,0.5,3,D,SI1,60.3,59.0,1415
43430,0.5,3,D,SI1,62.8,58.0,1415
43431,0.54,3,E,SI2,60.7,56.5,1415
43432,0.62,4,J,VVS2,60.9,58.0,1415
43433,0.5,4,I,VVS1,58.2,62.0,1415
43434,0.53,5,E,SI1,61.4,56.0,1415
43435,0.5,5,D,SI1,61.4,58.0,1415
43436,0.5,2,F,VS1,58.0,61.0,1415
43437,0.55,4,G,SI1,61.3,59.0,1415
43438,0.55,5,F,SI1,61.8,55.0,1415
43439,0.55,4,F,SI1,60.7,57.0,1415
43440,0.5,2,G,VS2,57.9,61.0,1415
43441,0.5,5,E,SI1,61.6,57.0,1415
43442,0.5,4,E,SI1,62.3,58.0,1415
43443,0.5,4,E,SI1,60.2,58.0,1415
43444,0.5,4,E,SI1,60.7,61.0,1415
43445,0.5,4,E,SI1,62.0,59.0,1415
43446,0.5,4,E,SI1,63.0,58.0,1415
43447,0.5,2,E,SI1,63.8,55.0,1415
43448,0.5,5,E,SI1,62.2,57.0,1415
43449,0.5,4,E,SI1,61.5,62.0,1415
43450,0.5,3,E,SI1,63.3,58.0,1415
43451,0.5,3,E,SI1,63.3,59.0,1415
43452,0.5,2,E,SI1,63.7,56.0,1415
43453,0.5,3,E,SI1,63.2,57.0,1415
43454,0.5,4,G,VS2,61.5,57.0,1415
43455,0.5,4,E,SI1,63.0,59.0,1415
43456,0.5,4,G,VS2,60.2,60.0,1415
43457,0.61,5,H,SI1,61.9,54.0,1416
43458,0.51,3,G,VS2,59.1,60.0,1417
43459,0.46,3,E,VS1,60.3,59.2,1417
43460,0.55,3,E,SI1,64.2,55.0,1417
43461,0.51,3,F,VS2,63.2,58.0,1417
43462,0.56,5,I,VS2,62.2,57.0,1417
43463,0.53,5,H,VS2,61.4,55.4,1417
43464,0.56,5,G,SI1,61.3,54.0,1417
43465,0.56,5,G,SI1,62.1,55.0,1417
43466,0.55,5,G,SI1,61.7,58.0,1417
43467,0.47,3,F,VVS2,60.9,59.0,1418
43468,0.46,5,F,VS1,62.7,56.0,1418
43469,0.39,5,E,IF,61.5,55.5,1418
43470,0.59,3,D,SI2,62.7,58.0,1419
43471,0.59,5,D,SI2,62.4,58.0,1419
43472,0.59,5,D,SI2,61.1,56.0,1419
43473,0.41,5,E,IF,62.1,54.0,1419
43474,0.5,2,E,VS2,63.1,61.0,1419
43475,0.52,2,F,VS1,61.0,61.0,1419
43476,0.52,3,G,VS1,61.2,57.0,1420
43477,0.51,3,D,SI1,59.4,59.0,1420
43478,0.5,4,E,VS2,60.1,61.0,1420
43479,0.5,4,E,VS2,58.1,61.0,1420
43480,0.7,1,G,SI2,69.3,60.0,1420
43481,0.5,4,E,VS2,61.8,59.0,1420
43482,0.38,3,E,IF,59.5,57.0,1421
43483,0.47,5,G,VVS1,61.6,56.0,1421
43484,0.53,5,F,SI2,61.7,55.0,1421
43485,0.58,5,H,SI1,61.8,56.0,1421
43486,0.55,5,G,SI1,60.9,56.0,1421
43487,0.51,4,F,SI1,61.3,59.0,1421
43488,0.58,5,H,SI1,60.9,57.0,1421
43489,0.58,5,H,SI1,60.2,57.0,1421
43490,0.51,4,F,SI1,61.4,59.0,1421
43491,0.51,4,F,SI1,60.7,58.0,1421
43492,0.51,4,F,SI1,60.5,59.0,1421
43493,0.54,4,G,VS2,62.7,58.0,1422
43494,0.54,5,E,SI1,61.3,56.0,1422
43495,0.54,2,G,VS2,63.2,55.0,1422
43496,0.54,4,E,SI1,61.4,60.0,1422
43497,0.54,2,G,VS2,63.6,56.0,1422
43498,0.54,5,G,VS2,61.5,55.0,1422
43499,0.47,3,D,VS1,59.5,61.0,1422
43500,0.54,5,E,SI1,61.3,56.0,1422
43501,0.53,2,E,VS2,58.6,62.0,1422
43502,0.43,5,F,VVS1,62.1,55.0,1422
43503,0.43,5,F,VVS1,62.3,55.0,1422
43504,0.43,4,F,VVS1,61.5,56.0,1422
43505,0.43,5,F,VVS1,61.0,56.0,1422
43506,0.43,4,F,VVS1,60.3,58.0,1422
43507,0.43,5,F,VVS1,62.0,57.0,1422
43508,0.52,3,G,VS2,62.4,60.0,1423
43509,0.52,3,G,VS2,59.2,57.0,1423
43510,0.52,3,G,VS2,62.6,58.0,1423
43511,0.51,2,D,SI1,63.3,57.0,1423
43512,0.51,3,F,VS2,63.0,57.0,1423
43513,0.63,5,I,VS2,62.1,54.0,1423
43514,0.61,2,D,SI2,59.8,62.0,1423
43515,0.59,3,F,SI1,63.0,56.0,1424
43516,0.58,3,E,SI1,61.5,58.0,1424
43517,0.51,2,E,VS2,61.1,65.0,1424
43518,0.61,5,F,SI2,61.3,55.0,1424
43519,0.59,5,F,SI1,62.3,54.0,1424
43520,0.59,5,F,SI1,62.0,53.0,1424
43521,0.5,5,G,VS2,62.6,57.0,1424
43522,0.56,3,F,SI1,63.9,59.0,1425
43523,0.51,3,D,SI1,60.4,61.0,1425
43524,0.41,5,G,IF,62.0,55.0,1425
43525,0.59,5,D,SI2,59.1,57.0,1425
43526,0.5,3,H,VS1,64.6,56.0,1426
43527,0.62,3,E,SI2,63.4,56.0,1426
43528,0.54,3,E,VS2,62.6,60.0,1426
43529,0.49,2,F,VS1,63.6,59.0,1426
43530,0.43,5,E,VVS2,61.7,55.0,1426
43531,0.6,4,E,SI2,62.0,59.0,1426
43532,0.51,3,E,SI2,59.3,63.0,1427
43533,0.53,5,H,VS2,61.5,56.0,1427
43534,0.53,5,H,VS2,61.6,55.0,1427
43535,0.56,5,H,VS2,61.7,54.0,1427
43536,0.51,5,G,VS2,61.6,56.0,1427
43537,0.53,5,I,VS1,62.3,56.0,1427
43538,0.41,5,D,VS1,61.9,56.0,1427
43539,0.41,5,D,VS1,61.1,56.0,1427
43540,0.59,2,I,VVS2,57.8,61.0,1427
43541,0.52,2,F,SI1,65.5,66.0,1427
43542,0.52,5,G,VS2,61.7,56.0,1428
43543,0.53,4,F,SI1,60.9,59.0,1428
43544,0.6,4,D,SI2,61.3,61.0,1428
43545,0.51,5,H,VS2,60.1,60.0,1428
43546,0.53,4,F,SI1,62.0,59.0,1428
43547,0.53,4,H,VS2,59.4,59.0,1428
43548,0.5,3,H,VS1,62.5,59.0,1429
43549,0.52,3,D,SI1,61.6,58.0,1429
43550,0.5,2,G,VS1,57.5,56.0,1429
43551,0.52,5,F,VS2,60.3,57.0,1429
43552,0.5,5,H,VS1,61.7,59.0,1429
43553,0.55,5,G,SI1,60.8,56.0,1429
43554,0.52,5,D,SI1,61.2,57.0,1429
43555,0.52,5,D,SI1,62.2,54.0,1429
43556,0.52,5,E,SI1,63.0,54.0,1429
43557,0.52,5,E,SI1,61.4,57.0,1429
43558,0.57,4,E,SI1,62.5,57.0,1429
43559,0.51,2,D,VS2,60.1,65.0,1430
43560,0.51,2,D,VS2,64.2,58.0,1430
43561,0.49,2,F,VS1,58.9,60.5,1430
43562,0.58,1,G,VS2,65.0,56.0,1430
43563,0.51,5,F,VS2,62.5,53.0,1431
43564,0.59,5,G,SI1,62.3,55.0,1431
43565,0.51,5,D,SI1,61.0,56.0,1431
43566,0.51,5,D,SI1,61.5,56.0,1431
43567,0.41,5,G,IF,61.0,57.0,1431
43568,0.41,5,G,IF,62.3,55.0,1431
43569,0.41,5,G,IF,61.7,56.0,1431
43570,0.41,5,G,IF,61.7,56.0,1431
43571,0.41,5,G,IF,62.4,54.0,1431
43572,0.41,4,E,VVS1,60.7,58.0,1431
43573,0.41,5,E,VVS1,61.7,56.0,1431
43574,0.41,5,E,VVS1,61.3,56.0,1431
43575,0.41,5,E,VVS1,60.9,55.0,1431
43576,0.41,5,E,VVS1,60.7,57.0,1431
43577,0.41,4,E,VVS1,62.9,59.0,1431
43578,0.41,4,E,VVS1,62.2,58.0,1431
43579,0.41,5,E,VVS1,61.3,55.0,1431
43580,0.41,5,E,VVS1,61.3,57.0,1431
43581,0.41,5,E,VVS1,61.9,55.0,1431
43582,0.5,4,D,VS2,62.2,60.0,1431
43583,0.5,1,D,VS2,66.9,57.0,1431
43584,0.5,1,D,VS2,63.7,57.0,1431
43585,0.59,2,D,SI1,63.8,57.0,1431
43586,0.53,3,E,SI1,63.6,57.0,1432
43587,0.56,4,H,VS2,62.2,60.0,1432
43588,0.41,5,E,VVS2,61.7,56.0,1432
43589,0.57,5,F,SI2,62.7,56.0,1432
43590,0.31,5,H,VS2,61.3,56.0,507
43591,0.31,5,H,VS2,61.5,56.0,507
43592,0.31,5,H,VS2,62.0,55.0,507
43593,0.31,5,H,VS2,61.2,56.0,507
43594,0.31,5,H,VS2,61.8,57.0,507
43595,0.3,5,G,VS2,61.8,56.0,507
43596,0.31,5,I,VS1,62.4,53.0,507
43597,0.31,5,I,VS1,61.2,55.0,507
43598,0.31,5,I,VS1,61.8,56.0,507
43599,0.3,5,H,VS1,62.1,57.0,507
43600,0.29,5,G,VS1,62.2,54.0,507
43601,0.31,3,E,SI1,61.2,58.0,507
43602,0.31,2,G,VS2,63.2,58.0,507
43603,0.31,2,E,SI1,63.4,55.0,507
43604,0.31,2,G,VS2,57.6,62.0,507
43605,0.31,3,E,SI1,58.7,60.0,507
43606,0.34,4,D,SI2,59.2,59.0,507
43607,0.34,4,G,SI1,59.7,59.0,507
43608,0.34,3,G,SI1,60.8,59.0,507
43609,0.34,5,G,SI1,61.2,57.0,507
43610,0.34,3,D,SI2,60.7,61.0,507
43611,0.34,2,G,SI1,63.4,57.0,507
43612,0.34,4,D,SI2,60.8,60.0,507
43613,0.31,3,E,SI1,63.0,58.0,507
43614,0.34,4,D,SI2,60.6,60.0,507
43615,0.34,2,G,SI1,63.9,58.0,507
43616,0.34,3,G,SI1,61.5,56.0,507
43617,0.26,5,H,VVS2,62.5,54.0,508
43618,0.28,5,G,VS2,62.1,56.0,508
43619,0.26,5,G,VS1,62.5,53.0,508
43620,0.52,5,F,SI1,60.4,56.0,1432
43621,0.46,4,F,VS1,60.5,58.0,1432
43622,0.57,3,G,SI1,61.1,57.0,1433
43623,0.43,5,G,IF,61.2,57.0,1433
43624,0.38,5,E,IF,62.7,55.0,1433
43625,0.43,5,G,IF,62.1,54.0,1433
43626,0.38,5,E,IF,61.9,56.0,1433
43627,0.43,4,G,IF,60.9,59.0,1433
43628,0.43,3,E,VVS1,60.3,58.0,1433
43629,0.43,4,G,IF,61.1,58.0,1433
43630,0.43,4,G,IF,61.4,59.0,1433
43631,0.43,4,G,IF,61.0,58.0,1433
43632,0.43,5,E,VVS1,61.3,57.0,1433
43633,0.43,5,G,IF,61.8,55.0,1433
43634,0.43,3,E,VVS1,61.2,56.0,1433
43635,0.43,4,E,VVS1,59.5,58.0,1433
43636,0.43,3,E,VVS1,61.9,56.0,1433
43637,0.38,5,E,IF,61.1,56.0,1433
43638,0.43,5,G,IF,61.8,56.0,1433
43639,0.5,4,F,VS2,60.6,61.0,1433
43640,0.5,2,F,VS2,63.6,58.0,1433
43641,0.5,4,F,VS2,60.6,59.0,1433
43642,0.5,2,D,SI1,63.8,60.0,1433
43643,0.39,5,F,IF,61.9,57.0,1433
43644,0.5,2,F,VS2,58.8,64.0,1433
43645,0.5,4,D,SI1,60.3,58.0,1433
43646,0.6,4,H,SI1,62.0,56.0,1433
43647,0.6,4,G,SI2,60.8,58.0,1433
43648,0.51,2,E,SI1,63.6,58.0,1434
43649,0.53,5,E,SI1,61.9,55.0,1435
43650,0.53,5,I,VVS1,62.2,53.0,1435
43651,0.53,5,H,VS2,61.9,55.2,1435
43652,0.53,5,H,VS2,61.7,56.0,1435
43653,0.51,5,H,SI2,61.7,55.0,1435
43654,0.51,5,H,SI2,62.0,55.0,1435
43655,0.62,1,E,SI2,58.2,60.0,1435
43656,0.53,4,G,VS2,59.9,60.0,1435
43657,0.71,1,J,VS2,64.9,54.0,1435
43658,0.5,3,F,VS2,59.4,59.0,1436
43659,0.57,5,E,SI1,61.5,56.0,1436
43660,0.5,2,D,SI1,63.2,57.0,1436
43661,0.56,4,F,SI1,60.8,58.0,1436
43662,0.5,3,D,SI1,61.0,61.0,1436
43663,0.5,5,F,VS2,62.7,57.0,1436
43664,0.5,3,D,SI1,58.8,60.0,1436
43665,0.5,5,F,VS2,62.7,57.0,1436
43666,0.5,3,D,SI1,60.8,63.0,1436
43667,0.5,2,F,VS2,63.2,56.0,1436
43668,0.56,5,F,SI1,62.3,55.0,1436
43669,0.5,2,F,VS2,63.3,57.0,1436
43670,0.5,3,F,VS2,62.9,57.0,1436
43671,0.5,4,D,SI1,62.4,60.0,1436
43672,0.5,3,D,SI1,58.9,61.0,1436
43673,0.5,3,D,SI1,62.8,53.0,1436
43674,0.5,3,F,VS2,63.0,55.0,1436
43675,0.5,3,D,SI1,61.9,61.0,1436
43676,0.5,5,F,VS2,62.5,57.0,1436
43677,0.5,4,F,VS2,62.3,58.0,1436
43678,0.5,3,F,VS2,60.6,58.0,1436
43679,0.5,2,F,VS2,63.3,57.0,1436
43680,0.56,3,F,SI1,62.9,56.0,1436
43681,0.5,5,F,VS2,61.2,57.0,1436
43682,0.5,4,F,VS2,62.7,59.0,1436
43683,0.5,2,D,SI1,63.7,56.0,1436
43684,0.5,2,F,VS2,63.8,55.0,1436
43685,0.5,3,D,SI1,58.8,60.0,1436
43686,0.5,2,D,SI1,63.3,56.0,1436
43687,0.5,2,F,VS2,63.3,58.0,1436
43688,0.5,2,D,SI1,62.9,59.0,1436
43689,0.5,3,D,SI1,58.5,60.0,1436
43690,0.5,3,F,VS2,62.5,56.0,1436
43691,0.5,2,F,VS2,63.2,58.0,1436
43692,0.5,3,D,SI1,60.8,58.0,1436
43693,0.5,4,F,VS2,62.2,59.0,1436
43694,0.5,3,F,VS2,63.0,58.0,1436
43695,0.5,4,F,VS2,60.9,58.0,1436
43696,0.5,2,D,SI1,63.6,54.0,1436
43697,0.5,2,F,VS2,63.6,57.0,1436
43698,0.5,3,D,SI1,62.0,60.0,1436
43699,0.5,2,D,SI1,63.6,58.0,1436
43700,0.5,3,F,VS2,61.5,61.0,1436
43701,0.5,3,F,VS2,62.8,56.0,1436
43702,0.51,3,H,VS2,61.4,55.8,1436
43703,0.51,2,E,VS2,63.1,59.0,1436
43704,0.58,5,D,SI2,61.2,57.0,1436
43705,0.67,1,I,VS2,57.2,70.0,1436
43706,0.61,3,F,SI2,62.9,56.6,1437
43707,0.46,4,E,VS1,61.7,59.0,1437
43708,0.46,4,E,VS1,61.9,58.0,1437
43709,0.59,4,G,SI1,60.5,59.0,1437
43710,0.51,5,I,VS2,61.1,56.0,1437
43711,0.59,5,G,SI1,61.5,57.0,1437
43712,0.51,5,E,SI1,61.7,55.0,1437
43713,0.51,5,E,SI1,60.8,57.0,1437
